"yearend","entityid","entityname","bundleguid","filename","lastmodified","cwguid","Entity","Parent Name","Type","Consolidation File Name","Contribution to Parent Entity - Current Year (%)","Contribution to Parent Entity - Prior Year 1 (%)","Contribution to Parent Entity - Prior Year 2 (%)","Contribution to Parent Entity - Prior Year 3 (%)","Contribution to Parent Entity - Prior Year 4 (%)","Contribution to Parent Entity - Budget (%)","Contribution to Parent Entity - Forecast Balance (%)","Consolidation File Location","Extended Description","Type of Consolidation","Consolidation Abbreviated File Name","Include Prior Year Balances","Include Budget Balances","Exclude Zero Balance Accounts","Apply Foreign Exchange","Include Forecast Balance","Enable Account Synchronization","Include Custom Balances","Unmap new external accounts"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","L+phxuxS0zfKpy04YY96CW","Child","Remy Desjardins","C","description 524","100","100","100","100","100","100","100","","","External","D000524","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","C4SuF3tNEDIL7JdPRYtOCi","Child","Remy Desjardins","C","description 618","100","100","100","100","100","100","100","","","External","D000618","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","EujNicZCU+iMAP9ybpzOuN","Child","Remy Desjardins","C","description 712","100","100","100","100","100","100","100","","","External","D000712","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","MAYPLnrVE5VLM7bZ2UsV6a","Child","Remy Desjardins","C","description 806","100","100","100","100","100","100","100","","","External","D000806","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","PKgSAGRHUd3LfwmaWO646O","Child","Remy Desjardins","C","description 900","100","100","100","100","100","100","100","","","External","D000900","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","AZBuF1nOUj3Ohm78ZZ8zea","Child","Remy Desjardins","C","description 994","100","100","100","100","100","100","100","","","External","D000994","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","AwDrY4DnEYYGs-TXHiU+qg","Child","Remy Desjardins","C","description 55","100","100","100","100","100","100","100","","","External","D000055","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","KA3Vomh3kaSNuC0VBq4jK6","Child","Remy Desjardins","C","description 149","100","100","100","100","100","100","100","","","External","D000149","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","NqfMoIy2EhpNXYaRfAMWiR","Child","Remy Desjardins","C","description 243","100","100","100","100","100","100","100","","","External","D000243","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","NDBo5uU10GwAUaVJFQWqe2","Child","Remy Desjardins","C","description 337","100","100","100","100","100","100","100","","","External","D000337","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","KWq6D3Q8ErKItMFAujPfuN","Child","Remy Desjardins","C","description 431","100","100","100","100","100","100","100","","","External","D000431","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","AGPYhD11kXtJerjhkm7QK8","Child","Remy Desjardins","C","description 525","100","100","100","100","100","100","100","","","External","D000525","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","AIClHvPXE4qDbExW2k5BaB","Child","Remy Desjardins","C","description 619","100","100","100","100","100","100","100","","","External","D000619","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","P4SXxnBvU8YMc9yrI7soiE","Child","Remy Desjardins","C","description 713","100","100","100","100","100","100","100","","","External","D000713","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","CS-JGlih0dkPyVOgEBdYim","Child","Remy Desjardins","C","description 807","100","100","100","100","100","100","100","","","External","D000807","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","DMmpkwsNkMQPWx7il+IBG7","Child","Remy Desjardins","C","description 901","100","100","100","100","100","100","100","","","External","D000901","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","DRqxvyiHkk4OW7MrbXQPm1","Child","Remy Desjardins","C","description 995","100","100","100","100","100","100","100","","","External","D000995","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","DTpPof2TUJ2JHBQmUzbsu+","Child","Remy Desjardins","C","description 56","100","100","100","100","100","100","100","","","External","D000056","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","GT121Ot0k8ILaabGvYTvuf","Child","Remy Desjardins","C","description 150","100","100","100","100","100","100","100","","","External","D000150","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","KzhfHnsLUeTA1hlvZwUFul","Child","Remy Desjardins","C","description 244","100","100","100","100","100","100","100","","","External","D000244","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","ISYP04rL0UxLwUIjt+-qG1","Child","Remy Desjardins","C","description 338","100","100","100","100","100","100","100","","","External","D000338","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","B4K+8yMuEPLMruTYE4rlGr","Child","Remy Desjardins","C","description 432","100","100","100","100","100","100","100","","","External","D000432","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","OtamCxb6kYIHdoVZXTSqCJ","Child","Remy Desjardins","C","description 526","100","100","100","100","100","100","100","","","External","D000526","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","F4YiH-g-kh9NZEE37DiFqD","Child","Remy Desjardins","C","description 620","100","100","100","100","100","100","100","","","External","D000620","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","HZPtJDPJUnzA9HOg4kCqC5","Child","Remy Desjardins","C","description 714","100","100","100","100","100","100","100","","","External","D000714","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","E2cLvnzHUf3Gasd40QuTmK","Child","Remy Desjardins","C","description 808","100","100","100","100","100","100","100","","","External","D000808","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","I2YhL0DtkncE+5B+6lzfGN","Child","Remy Desjardins","C","description 902","100","100","100","100","100","100","100","","","External","D000902","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","GquSYqX4UkjHKUQvMmNJGE","Child","Remy Desjardins","C","description 996","100","100","100","100","100","100","100","","","External","D000996","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","KR6TlWmG0L3Il1ji+W0+aL","Child","Remy Desjardins","C","description 57","100","100","100","100","100","100","100","","","External","D000057","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","NoguEennEG2J70XNN1o52V","Child","Remy Desjardins","C","description 151","100","100","100","100","100","100","100","","","External","D000151","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","BdIQmiFdUuqBIDeLhJHkGy","Child","Remy Desjardins","C","description 245","100","100","100","100","100","100","100","","","External","D000245","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","PoXgLwBSEvnLqK5xBVl+C7","Child","Remy Desjardins","C","description 339","100","100","100","100","100","100","100","","","External","D000339","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","Bo3TuPad0irDNBAm05gTGB","Child","Remy Desjardins","C","description 433","100","100","100","100","100","100","100","","","External","D000433","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","EJtVMH6+kdmAx-EAJ94ryS","Child","Remy Desjardins","C","description 527","100","100","100","100","100","100","100","","","External","D000527","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","L-LQZu8zUdPK+q0cXpSreH","Child","Remy Desjardins","C","description 621","100","100","100","100","100","100","100","","","External","D000621","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","M4WnRy240tKBCzQ75kofiV","Child","Remy Desjardins","C","description 715","100","100","100","100","100","100","100","","","External","D000715","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","I9m40O4pEiPClVUtbuCRGK","Child","Remy Desjardins","C","description 809","100","100","100","100","100","100","100","","","External","D000809","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","J10O66Vhk06E0k+sl6m16q","Child","Remy Desjardins","C","description 903","100","100","100","100","100","100","100","","","External","D000903","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","FJGP5zXvkIMIlBpDobLGOP","Child","Remy Desjardins","C","description 997","100","100","100","100","100","100","100","","","External","D000997","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","NLkJhastkjmLGcDXuAwWCr","Child","Remy Desjardins","C","description 58","100","100","100","100","100","100","100","","","External","D000058","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","Px-WWYfWkxKC-LSvHGJaim","Child","Remy Desjardins","C","description 152","100","100","100","100","100","100","100","","","External","D000152","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","ETh3OlZKkJkEThj-Yl6T2b","Child","Remy Desjardins","C","description 246","100","100","100","100","100","100","100","","","External","D000246","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","Jqe0zD80E9+OfSdvvENXaV","Child","Remy Desjardins","C","description 340","100","100","100","100","100","100","100","","","External","D000340","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","OBUtS5+b0PpDGOaYFoUF+v","Child","Remy Desjardins","C","description 434","100","100","100","100","100","100","100","","","External","D000434","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","EX1roL3nU15Oelu4Esleue","Child","Remy Desjardins","C","description 528","100","100","100","100","100","100","100","","","External","D000528","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","E9SkTP40k8uFmslfi-fg+c","Child","Remy Desjardins","C","description 622","100","100","100","100","100","100","100","","","External","D000622","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","PYgxOwts0htMPuy0CIyiKR","Child","Remy Desjardins","C","description 716","100","100","100","100","100","100","100","","","External","D000716","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","KGecMacdkyHN3HGPnMCTqC","Child","Remy Desjardins","C","description 810","100","100","100","100","100","100","100","","","External","D000810","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","MQsq7996EoiI6RpTV29SG1","Child","Remy Desjardins","C","description 904","100","100","100","100","100","100","100","","","External","D000904","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","Bx42on7sEMLCulbnXYfA+l","Child","Remy Desjardins","C","description 998","100","100","100","100","100","100","100","","","External","D000998","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","CuHra7pLEDuDmk0hJQEhi0","Child","","C","description 59","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","","D000059","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","","","",""
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","NDWQtcuFkycKFT09rsVumY","Child","","C","description 247","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","","D000247","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","GjzHShHtErbCkkr7t-BOe1","Child","","C","description 341","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","","D000341","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","APKH6g12Ep8I3JAYEkPEeH","Child","","C","description 435","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","","D000435","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","JPu2c+JJkV8IJl7JLlcBKD","Child","","C","description 529","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","","D000529","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","Nc261jrG012AQLGH2wTwee","Child","","C","description 623","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","","D000623","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","KAvy54dj0mAEVeu00+gLeI","Child","","C","description 717","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","","D000717","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","PAAOINiDk4IPKpuY1Xfoem","Child","","C","description 811","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","","D000811","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","MZ3MeZQBEkqGRNGTBddyOx","Child","","C","description 905","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","","D000905","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","A-yG6ARJEsIOmNrix8WSOz","Child","","C","description 999","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","","D000999","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
